PID,Core Count,Core Clock,Boost Clock,TDP,Series,Microarchitecture,Core Family,Socket,Maximum Supported Memory,ECC Support,Packaging,Includes CPU Cooler,L1 Cache,L2 Cache,L3 Cache,Lithography,Simultaneous Multithreading,Integrated Graphics
17301,4,2,,45,21,19,37,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
17302,3,3,,95,36,19,60,12,,N,0,Y,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,1 x 6 MB,45,N,
17303,2,1,,65,14,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 512 kB,,65,N,
17304,2,2,,65,14,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 512 kB,,65,N,
17305,2,2,,65,14,20,30,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 512 kB,,65,N,
17306,2,1,,65,17,20,30,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 1 MB,,65,N,
17307,2,1,,65,17,20,30,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 1 MB,,65,N,
17308,2,2,,65,17,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 1 MB,,65,N,
17309,2,2,,65,17,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 1 MB,,65,N,
17310,2,2,,65,14,9,13,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 1 MB,,45,N,
17311,2,2,,65,10,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 2 MB,,65,N,
17312,2,2,,65,10,20,30,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 2 MB,,65,N,
17313,2,2,,65,17,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 2 MB,,45,N,
17314,2,2,,65,10,20,30,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 2 MB,,65,N,
17315,2,2,,65,10,20,30,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 4 MB,,65,N,
17316,2,3,,65,17,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 2 MB,,45,N,
17317,2,2,,65,10,20,30,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 4 MB,,65,N,
17318,2,2,,65,10,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 3 MB,,45,N,
17319,2,2,,65,10,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 3 MB,,45,N,
17320,2,2,,65,10,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 6 MB,,45,N,
17321,2,3,,65,10,9,13,4,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",1 x 6 MB,,45,N,
17322,4,2,,82,3,22,34,14,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,45,Y,
17323,4,2,,65,22,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 2 MB,,45,N,
17324,4,2,,65,22,24,39,4,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 2 MB,,45,N,
17325,4,2,,95,22,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 2 MB,,45,N,
17326,4,2,,65,22,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 2 MB,,45,N,
17327,4,2,,65,22,24,39,4,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 2 MB,,45,N,
17328,4,2,,65,22,24,39,4,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 3 MB,,45,N,
17329,4,2,,95,22,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 6 MB,,45,N,
17330,4,2,,95,22,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 6 MB,,45,N,
17331,4,2,,65,22,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 6 MB,,45,N,
17332,4,2,,100,29,20,44,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 4 MB,,65,N,
17333,4,2,,100,29,20,44,4,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 4 MB,,65,N,
17334,4,2,,100,29,20,44,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 4 MB,,65,N,
17335,4,3,,150,29,24,39,20,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 6 MB,,45,N,
17336,4,2,,45,21,19,37,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
17337,4,3,,95,23,19,62,12,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 6 MB,45,N,
17338,2,2,,65,18,19,29,12,,N,0,Y,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 1 MB,,45,N,
17339,1,2,,45,20,19,55,12,,N,1,N,"1 x 64 kB Instruction
1 x 64 kB Data",1 x 512 kB,,45,N,
17340,2,2,,65,31,27,51,18,,N,0,Y,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,32,N,29
17341,4,2,,100,15,27,51,18,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 1 MB,,32,N,37
17342,4,2,,100,12,27,51,18,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 1 MB,,32,N,35
17343,2,3,,54,17,16,22,6,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
17344,4,2,,80,16,14,35,11,,Y,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 10 MB,22,N,
17345,4,3,,125,13,25,43,9,,N,1,N,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 2 MB,1 x 4 MB,32,N,
17346,4,1,,25,9,21,31,13,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",1 x 2 MB,,28,N,23
17347,4,2,,25,9,21,31,13,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",1 x 2 MB,,28,N,23
17348,2,3,,53,17,11,16,6,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
17349,2,2,,65,20,27,51,18,,N,1,N,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,32,N,
17350,1,2,,45,20,19,55,12,,N,1,N,"1 x 64 kB Instruction
1 x 64 kB Data",1 x 1 MB,,45,N,
17351,2,2,,45,39,19,29,12,,N,1,N,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,45,N,
17352,4,2,3,45,19,15,45,17,,N,1,N,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 2 MB,,32,N,43
17353,4,4,4,100,19,15,45,17,,N,1,N,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 2 MB,,32,N,22
17354,4,3,4,95,19,23,36,15,,N,1,N,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,13
17355,2,2,,65,31,27,51,18,,N,1,N,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,32,N,29
17356,2,2,,65,31,27,51,18,,N,1,N,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,32,N,29
17357,2,2,,65,31,27,51,18,,N,1,N,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,32,N,
17358,2,3,3,65,12,23,36,15,,N,1,N,"1 x 96 kB Instruction
2 x 16 kB Data",1 x 1 MB,,28,N,11
17359,1,2,,35,14,17,23,8,,N,1,N,"1 x 32 kB Instruction
1 x 32 kB Data",1 x 256 kB,1 x 1.5 MB,32,Y,16
17360,4,3,,125,13,25,43,9,,N,1,N,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 2 MB,1 x 8 MB,32,N,
17361,6,3,,125,13,25,43,9,,N,1,N,"3 x 64 kB Instruction
6 x 16 kB Data",3 x 2 MB,1 x 8 MB,32,N,
17362,8,3,4,95,13,25,43,9,,N,1,N,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
17363,2,2,,65,18,27,51,18,,N,0,Y,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,32,N,
17364,2,2,,65,18,27,51,18,,N,1,N,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,32,N,
17365,4,3,,100,21,27,51,18,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 1 MB,,32,N,
17366,4,2,,65,21,27,51,18,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 1 MB,,32,N,
17367,2,3,,54,6,11,16,6,,Y,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,22,Y,10
17368,2,3,3,65,38,15,45,17,,N,1,N,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,
17369,2,3,3,65,38,23,36,15,,N,1,N,"1 x 96 kB Instruction
2 x 16 kB Data",1 x 1 MB,,28,N,
17370,6,3,3,140,16,16,26,10,,Y,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,22,Y,
17371,6,1,,85,16,16,26,10,,Y,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,22,N,
17372,4,3,3,135,16,16,26,10,,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 15 MB,22,Y,
17373,4,2,,80,16,17,25,11,,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 10 MB,32,N,
17374,8,3,4,95,13,15,21,9,,N,1,N,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
17375,2,3,,51,6,10,14,3,64,Y,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,8
17376,4,2,2,35,4,10,14,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,8
17377,2,3,,51,17,10,14,3,64,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,14,N,8
17378,4,3,3,80,27,10,52,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,N,39
17379,4,3,3,65,24,28,54,15,,N,1,N,"2 x 96 kB Instruction
4 x 32 kB Data",1 x 1 MB,,28,N,
17380,2,3,4,65,12,23,50,15,,N,1,N,"2 x 96 kB Instruction
2 x 16 kB Data",1 x 1 MB,,28,N,11
17381,4,2,,25,9,21,31,13,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",1 x 2 MB,,28,N,42
17382,6,3,3,140,3,18,33,10,,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,14,Y,
17383,2,4,,60,6,8,12,3,64,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,7
17384,4,2,3,35,4,8,12,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,7
17385,4,2,3,35,4,8,12,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,7
17386,8,2,3,95,16,14,61,22,384,Y,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,22,Y,
17387,4,2,,82,3,22,34,14,16,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,45,Y,
17388,4,2,,82,3,22,34,14,16,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,45,Y,
17389,8,2,3,95,16,17,25,11,,Y,1,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,32,Y,
17390,4,3,4,71,28,7,11,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,N,
17391,3,2,,95,35,19,58,12,,N,0,Y,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,,45,N,
17392,1,1,,35,14,20,30,4,,N,0,Y,"1 x 32 kB Instruction
1 x 32 kB Data",1 x 512 kB,,65,N,
17393,3,2,,95,35,19,58,12,,N,0,Y,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,,45,N,
17394,1,2,,35,14,20,30,4,,N,1,N,"1 x 32 kB Instruction
1 x 32 kB Data",1 x 512 kB,,65,N,
17395,3,2,,45,35,19,58,12,,N,0,Y,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,,45,N,
17396,3,2,,45,35,19,58,12,,N,0,Y,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,,45,N,
17397,3,2,,45,35,19,58,12,,N,0,Y,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,,45,N,
17398,2,2,,65,14,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 512 kB,,65,N,
17399,2,2,,65,14,20,30,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 512 kB,,65,N,
17400,2,2,,65,14,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 512 kB,,65,N,
17401,2,2,,65,14,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 1 MB,,45,N,
17402,2,2,,65,10,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 2 MB,,65,N,
17403,2,2,,65,17,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 2 MB,,45,N,
17404,2,2,,65,10,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 4 MB,,65,N,
17405,2,2,,65,10,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 6 MB,,45,N,
17406,2,2,,65,10,9,13,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 6 MB,,45,N,
17407,2,3,,65,10,9,13,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 6 MB,,45,N,
17408,4,2,,82,4,22,34,14,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,45,N,
17409,4,3,,130,25,22,40,16,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,45,Y,
17410,4,2,,95,22,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 2 MB,,45,N,
17411,4,2,,65,22,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 3 MB,,45,N,
17412,4,2,,65,22,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 3 MB,,45,N,
17413,4,2,,100,29,20,44,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 4 MB,,65,N,
17414,4,3,,150,29,24,39,20,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 6 MB,,45,N,
17415,4,3,,150,29,24,39,20,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 6 MB,,45,N,
17416,4,2,,95,21,19,37,12,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
17417,3,2,,95,36,19,60,12,,N,1,N,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,1 x 6 MB,45,N,
17418,3,2,,95,35,19,58,12,,N,1,N,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,,45,N,
17419,4,3,,125,23,19,42,12,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 6 MB,45,N,
17420,4,2,,95,21,19,37,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
17421,4,2,,95,23,19,42,12,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 6 MB,45,N,
17422,1,2,,45,20,19,55,12,,N,1,N,"1 x 64 kB Instruction
1 x 64 kB Data",1 x 512 kB,,45,N,
17423,8,3,,125,13,25,43,9,,N,1,N,"8 x 16 kB Instruction
4 x 64 kB Data",8 x 1 MB,1 x 8 MB,32,N,
17424,4,3,,125,23,19,42,12,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 6.047 MB,45,N,
17425,4,1,,80,16,14,35,11,,Y,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 10 MB,22,N,
17426,2,4,4,65,12,15,45,17,,N,1,N,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,40
17427,2,2,,65,20,27,51,18,,N,0,Y,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,32,N,
17428,4,4,,100,19,15,45,17,,N,1,N,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 2 MB,,32,N,22
17429,4,4,4,100,19,15,45,17,,N,1,N,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 2 MB,,32,N,22
17430,2,3,4,65,31,15,45,17,,N,1,N,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,31
17431,2,3,3,65,31,15,45,17,,N,1,N,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,31
17432,2,3,3,65,31,15,45,17,,N,1,N,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,32
17433,2,2,,65,31,27,51,18,,N,1,N,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,32,N,29
17434,4,4,4,125,13,25,43,9,,N,1,N,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 2 MB,1 x 4 MB,32,N,
17435,4,4,4,95,13,15,21,9,,N,1,N,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 2 MB,1 x 4 MB,32,N,
17436,6,3,3,125,13,25,43,9,,N,1,N,"3 x 64 kB Instruction
6 x 16 kB Data",3 x 2 MB,1 x 8 MB,32,N,
17437,6,3,,125,13,15,21,9,,N,1,N,"3 x 64 kB Instruction
6 x 16 kB Data",3 x 2 MB,1 x 8 MB,32,N,
17438,2,3,3,65,39,15,45,17,,N,1,N,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,
17439,6,1,,85,16,16,26,10,,Y,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,22,N,
17440,6,2,,95,26,19,46,12,,N,1,N,"6 x 64 kB Instruction
6 x 64 kB Data",6 x 512 kB,1 x 6 MB,45,N,
17441,4,3,3,95,15,23,50,15,,N,1,N,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,13
17442,2,3,,35,6,10,14,3,64,Y,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,8
