PID,Merchant,Availability,Total
12461,0,1,738.4
12462,6,1,124.99
12465,0,0,108.64
12467,6,1,229.99
12468,6,1,254.99
12469,6,1,499.99
12473,6,1,219.99
12482,0,0,399.99
12486,6,1,179.99
12487,6,1,219.99
12487,0,1,350.74
12488,0,1,32.47
12491,6,1,189.99
12491,0,1,328.4
12492,0,0,88.33
12493,0,0,41.79
12495,0,0,72.65
12495,12,1,83.37
12502,0,0,27.89
12526,0,0,105.8
12546,6,1,214.99
12562,6,1,244.99
12573,0,0,73.03
12583,0,0,64.98
12590,0,0,47.99
12592,0,0,268.99
12593,0,0,38.99
12594,0,0,44.99
12595,0,0,45.98
12596,0,0,26.99
12597,0,0,78.98
12598,0,0,124.99
12600,0,0,428.99
12601,0,0,59.99
12629,6,1,54.99
12630,6,1,49.99
12631,6,1,89.99
12637,6,1,234.99
12649,6,1,84.99
12650,6,1,344.99
12651,6,1,284.99
12667,6,1,84.99
12682,6,1,94.99
12683,6,1,49.99
12693,6,1,119.99
12704,0,0,27.29
12709,6,1,824.99
12710,0,0,187.93
12713,6,1,164.99
12714,4,0,320
12715,6,1,209.99
12716,6,1,99.99
12724,6,1,774.99
12725,6,1,904.99
12729,6,1,509.99
12733,0,0,118.98
12737,6,1,424.99
12749,6,1,169.99
12754,0,0,182.99
12756,6,1,199.99
12757,6,1,244.99
12768,6,1,249.99
12769,6,1,374.99
12774,6,1,644.99
12779,6,1,594.99
12791,0,0,399.99
12792,0,0,116.38
12793,6,1,499.99
12817,6,1,329.99
12818,6,1,294.99
12827,0,1,422.33
12831,6,1,439.99
12835,6,1,479.99
12837,0,0,603.16
12859,6,1,269.99
12860,6,1,289.99
12861,6,1,239.99
12872,4,0,109.99
12872,0,0,113.44
12872,7,0,182.64
12877,0,0,128.99
12881,6,1,969.99
12882,6,1,459.99
12888,0,1,147.74
12896,0,1,209.55
12903,0,0,114.99
12911,0,0,28.99
12911,4,0,29.98
12911,6,0,29.99
12952,6,1,1254.99
12998,8,0,279.99
13001,4,0,179.99
13001,0,0,184.99
13002,0,0,30.09
13002,12,0,30.09
13003,0,0,93.69
13003,12,1,93.69
13003,6,1,94.99
13004,0,0,41.99
13004,2,0,41.99
13004,6,1,49.99
13005,0,0,47.99
13005,4,0,48
13005,6,0,49.99
13005,12,1,52.79
13006,12,0,74.92
13006,0,0,81.99
13007,6,0,29.99
13008,6,1,94.99
13008,0,0,353.7
13009,0,0,61.99
13010,0,0,25.18
13010,12,1,40.09
13011,12,0,54.04
13012,0,0,52.3
13012,12,0,52.3
13013,0,0,83.93
13014,6,1,284.99
13015,0,0,24.99
13017,0,0,49.99
13018,6,1,629.99
13019,12,0,70.86
13020,0,0,88.99
13020,7,0,106.39
13021,0,0,169.99
13022,6,1,49.99
13022,0,0,90
13023,0,0,63.32
13023,12,0,63.32
13024,0,0,30.99
13025,0,0,31.99
13026,0,0,143.99
13029,0,0,92.69
13030,0,0,24.46
13030,12,0,24.46
13031,6,1,124.99
13033,0,0,45
13035,6,1,504.99
13036,0,0,30
13037,0,0,59.99
13040,0,0,53.2
13040,12,1,53.58
13040,6,1,54.99
13041,6,0,44.99
13041,0,0,47.99
13041,4,0,48.98
13041,12,1,49.67
13044,0,0,61.99
13045,0,0,63.49
13045,7,0,75.56
13045,13,,84.99
13045,4,0,90.99
13046,6,1,144.99
13047,0,0,51.99
13048,0,0,48.99
13049,0,0,24.73
13051,0,0,96.81
13052,0,0,40.86
13053,0,0,34.99
13055,4,0,289.99
13055,0,0,343.78
13056,0,0,164.99
13058,6,1,339.99
13059,6,1,329.99
13060,0,0,59.99
13063,6,1,289.99
13064,0,0,30.54
13065,0,0,70.19
13066,0,0,74.98
13068,0,0,123.84
13069,0,0,23.79
13069,4,0,24.99
13070,6,1,314.99
13072,12,1,213.25
13073,4,1,98.99
13073,0,0,115.48
13075,6,1,286
13077,6,1,84.99
13078,6,1,54.99
13080,6,1,169.99
13082,6,1,54.99
13083,6,1,69.99
13084,6,1,29.99
13085,6,1,109.99
13097,0,0,86.99
13102,6,1,84.99
13107,0,0,29.99
13118,0,1,86.22
13123,0,1,201.97
13127,6,1,59.99
13134,6,1,84.99
13135,6,1,34.99
13136,6,1,79.99
13140,6,1,54.99
13141,6,1,44.99
13142,6,1,164.99
13145,6,1,24.99
13146,6,1,344.99
13147,6,1,154.99
13148,6,1,254.99
13149,6,1,254.99
13150,6,1,74.99
13208,0,0,195
13236,0,1,205.4
13254,6,1,79.99
13337,6,1,64.99
13338,6,1,109.99
13339,6,1,74.99
13392,0,1,124.63
13452,6,1,189.99
13466,6,1,79.99
13468,6,1,34.99
13476,6,1,64.99
13477,6,1,84.99
13482,6,1,39.99
13514,6,1,14.99
13515,0,0,21.25
13515,6,1,29.99
13516,6,1,39.99
13517,0,0,45.99
13517,4,0,46
13517,6,1,54.99
13518,0,0,89.99
13521,0,0,20
13525,0,0,29.99
13531,0,0,37.99
13539,0,0,22.6
13539,12,0,22.61
13554,12,0,22.72
13562,0,0,40.99
13565,0,0,28.63
13567,0,0,18.98
13570,0,0,29.96
13571,0,0,144.99
13573,0,0,109.99
13578,0,0,49.99
13580,0,0,57.27
13581,0,0,40.99
13582,0,0,26
13584,0,0,14.95
13585,3,1,64.99
13596,0,0,44.99
13597,0,0,189.99
13598,0,0,20
13599,0,0,28.99
13604,0,0,154.99
13607,0,0,17.22
13609,0,0,17.98
13611,0,0,22.07
13615,0,0,39.99
13617,0,0,42.49
13620,0,0,16.98
13650,0,0,28.99
13653,6,1,119.99
13659,0,0,167.91
13664,0,0,23.99
13665,0,0,18.98
13669,0,0,79.98
13736,0,0,40
13760,6,1,89.99
13762,0,0,43.99
13763,0,0,26.99
13767,6,1,104.99
13771,6,1,79.99
13823,6,1,89.99
13824,6,1,264.99
13827,12,0,100.44
13835,6,1,114.99
13849,6,1,109.99
13873,6,1,84.99
13941,6,1,184.99
13966,6,1,129.99
13967,6,1,174.99
13975,6,1,84.99
13982,0,0,24.99
13989,6,1,99.99
13993,6,1,119.99
13996,6,1,104.99
14000,0,0,58.99
14000,3,1,62.99
14000,1,0,62.99
14000,12,1,68.31
14013,6,1,384.99
14025,6,1,99.99
14026,6,1,194.99
14040,0,0,142.01
14042,1,0,56.44
14044,0,0,59.99
14066,0,0,49.59
14066,6,0,49.99
14070,6,1,74.99
14071,12,1,28.87
14071,6,0,29.99
14071,0,0,35.99
14072,6,1,39.99
14078,6,1,179.99
14083,6,1,359.99
14085,6,1,174.99
14086,6,1,265
14104,6,1,194.99
14105,6,1,109.99
14108,0,0,79
14136,6,1,414.99
14184,6,1,64.99
14185,6,1,94.99
14186,6,1,99.99
14187,6,1,64.99
14208,6,1,74.99
14223,6,1,49.99
14231,0,0,39.99
14232,0,0,44.74
14301,0,0,54.62
14301,12,0,54.62
14313,6,1,384.99
14315,0,0,99.99
14319,0,0,84.99
14339,6,1,59.99
14340,6,1,44.99
14344,0,1,164.77
14347,4,0,41.98
14347,0,0,46.99
14347,6,1,49.99
14348,6,1,379.99
14361,6,1,104.99
14362,0,0,191
14368,0,0,127.18
14373,0,1,156.21
14380,6,1,264.99
14381,6,1,169.99
14387,6,1,139.99
14388,6,1,404.99
14396,6,0,44.99
14396,0,0,50.26
14396,12,1,50.26
14399,0,0,16
14401,0,0,42.99
14403,0,0,93.99
14403,1,0,99.99
14403,12,1,104.81
14403,4,0,118
14407,0,0,34.99
14407,12,1,42.7
14409,0,0,45
14418,0,0,39.99
14419,0,0,274.01
14432,6,1,194.99
14433,6,1,759.99
14434,6,1,184.99
14455,6,1,299.99
14456,6,1,279.99
14457,6,1,1009.99
14460,0,0,28.99
14464,0,0,74.95
14466,6,1,139.99
14467,6,1,134.99
14520,6,1,289.99
14521,6,1,109.99
14523,6,1,259.99
14528,12,1,46.31
14528,0,0,46.52
14537,6,1,44.99
14538,6,1,119.99
14573,0,0,49.99
14580,6,1,144.99
14581,6,1,214.99
14582,6,1,204.99
14593,0,0,361
14615,0,0,74.47
14632,0,0,94.95
14642,0,0,57.99
14643,0,1,83.82
14643,12,1,86.27
14644,0,0,184.88
14713,0,0,283.99
14714,0,0,258.99
14782,0,0,107.73
14821,6,1,244.99
14822,6,1,94.99
14822,0,0,227.99
14827,6,1,419.99
14881,0,0,125.99
14886,6,1,174.99
14887,6,1,39.99
14900,6,1,244.99
14901,6,1,1494.99
14991,6,1,169.99
14992,0,0,95
14993,0,0,74.06
14994,0,0,149.97
14996,0,0,72.98
15024,0,0,60.99
15027,0,0,56.99
15032,0,0,54.77
15033,0,0,39.34
15039,0,0,49.99
15040,0,0,39.69
15043,0,0,101.93
15044,0,0,72.98
15054,0,0,237
15056,0,0,59.95
15057,0,0,89.99
15058,0,0,69.98
15064,0,0,69.98
15067,0,0,49.98
15069,0,0,79.98
15072,0,0,70.97
15073,0,0,71.38
15076,0,0,41.19
15077,0,0,46.99
15080,0,0,58.99
15082,0,0,340
15093,0,0,138.97
15094,0,0,90.94
15095,0,0,84.99
15096,0,0,49.68
15098,0,0,69.87
15102,0,0,123
15104,0,0,29.66
15106,0,0,69.08
15110,0,0,156.77
15112,0,0,42.99
15116,0,0,38.99
15118,0,0,104.99
15119,0,0,117.35
15132,0,0,48.99
15140,0,0,81.92
15141,0,0,88.19
15142,0,0,44.99
15144,0,0,288.99
15146,0,0,59.89
15147,0,0,29.99
15150,0,0,34.92
15160,0,0,62.99
15176,0,0,25.99
15194,6,1,24.99
15212,0,0,82.7
15213,0,0,141.69
15213,12,1,162.21
15214,12,1,88.82
15214,0,0,89.21
15242,6,1,199.99
15243,6,1,174.99
15244,6,1,344.99
15251,6,1,24.99
15254,0,0,65.98
15256,0,0,39.99
15258,6,1,1624.99
15264,6,1,899.99
15265,6,1,1494.99
15266,6,1,884.99
15348,6,1,29.99
15349,6,1,99.99
15350,6,1,194.99
15351,6,1,104.99
15352,6,1,49.99
15395,0,0,138.99
15446,0,0,249.99
15447,0,0,70.98
15461,6,1,164.99
15462,6,1,54.99
15507,6,1,69.99
15544,0,0,56.99
15545,0,0,42.99
15545,2,0,42.99
15545,3,1,44.99
15545,12,1,51.76
15554,6,1,644.99
15558,6,1,299.99
15560,0,0,388.99
15566,6,1,134.99
15569,4,0,169.99
15569,0,0,201.17
15570,0,0,72.98
15578,6,1,119.99
15580,6,1,289.99
15582,6,1,184.99
15583,6,1,149.99
15584,6,1,369.99
15592,6,1,154.99
15593,6,1,334.99
15616,6,1,194.99
15627,0,0,119.99
15662,6,1,369.99
15685,6,1,919.99
15686,6,1,219.99
15714,6,1,279.99
15734,6,1,264.99
15735,6,1,584.99
15736,6,1,414.99
15737,6,1,504.99
15741,6,1,194.99
15742,6,1,384.99
15743,6,1,604.99
15748,0,0,209
15772,0,0,91
15774,0,0,38
15775,0,0,89.99
15776,0,0,57.99
15780,6,1,464.99
15802,6,1,1024.99
15808,6,1,134.99
15809,6,1,1204.99
15810,6,1,269.99
15814,0,1,389.02
15815,0,1,436.34
15819,6,1,244.99
15823,6,1,629.99
15861,0,0,249
15866,0,1,135.59
15891,0,0,174.28
15891,12,0,193.03
15923,6,1,294.99
15924,6,1,259.99
15925,6,1,269.99
15950,0,0,52.79
15950,4,0,58.98
15955,0,0,182.83
15957,0,0,64.98
15971,4,0,209.99
15971,0,0,212.95
15971,12,1,244.76
15973,0,0,86.99
15997,6,1,389.99
15998,6,1,454.99
15999,6,1,509.99
16005,0,0,34.21
16005,12,0,35.99
16007,6,1,1839.99
16009,6,1,719.99
16010,6,1,419.99
16011,6,1,144.99
16012,6,1,154.99
16015,6,1,309.99
16018,6,1,324.99
16019,4,0,164.99
16047,6,1,489.99
16085,6,1,804.99
16098,6,1,179.99
16134,0,0,56.22
16154,4,0,112.99
16154,6,1,119.99
16154,12,1,122.41
16154,0,0,124.99
16155,4,0,189.99
16155,6,1,194.99
16155,0,0,214.97
16156,4,0,189.99
16156,0,0,194.99
16156,12,1,200.33
16156,6,0,204.99
16157,4,0,164.99
16157,6,1,179.99
16157,0,0,192.48
16158,0,1,151.99
16158,4,0,159.99
16158,6,1,164.99
16158,12,1,175.76
16159,6,1,359.99
16159,4,0,399.99
16159,12,1,414.04
16159,0,0,469.99
16160,4,0,95.99
16160,6,1,104.99
16160,0,0,123.61
16161,4,0,84.99
16161,12,1,94.55
16161,6,0,94.99
16162,4,0,172.99
16162,6,1,184.99
16163,4,0,81.99
16163,6,1,84.99
16163,12,1,92.75
16164,6,0,719.99
16164,4,0,749.99
16164,12,1,842.79
16165,4,0,309.99
16165,6,0,329.99
16166,4,0,44.98
16166,6,0,49.99
0,0,0,169.99
0,1,0,197
0,3,,199.99
0,9,1,199.99
0,2,0,199.99
0,4,0,199.99
0,12,1,274.38
1,0,0,194.99
1,1,0,194.99
1,4,0,194.99
1,3,,209.99
1,9,1,209.99
1,12,1,247.92
2,0,0,173.99
2,1,0,173.99
2,3,,179.99
2,2,0,189.99
2,4,0,189.99
2,12,1,201.84
3,0,0,124.95
3,1,0,139.99
3,4,0,139.99
3,7,0,149.99
3,12,1,159.17
4,0,0,75
4,4,0,85.99
4,12,1,104.95
5,3,1,179.99
5,0,0,179.99
5,9,1,179.99
5,1,0,179.99
5,4,0,179.99
5,12,1,221.55
6,0,0,316.79
6,1,0,316.79
6,9,1,329
6,3,1,329.99
6,4,0,329.99
6,12,1,391.45
7,4,0,177.99
7,1,0,179.99
7,2,0,179.99
7,7,0,179.99
7,3,1,186.94
7,0,0,197.12
8,0,0,119.99
8,9,0,119.99
8,1,0,119.99
8,4,0,119.99
9,2,1,126.99
9,0,0,129.99
9,4,1,129.99
10,0,0,104.45
10,2,0,104.99
10,1,0,114.99
10,4,0,114.99
10,3,,124.99
10,7,0,124.99
11,0,0,109.99
11,7,0,109.99
11,1,0,119.99
11,4,0,119.99
11,12,0,134.33
12,9,1,449
12,3,1,449.99
12,4,0,449.99
12,0,0,486.7
12,12,1,564.44
13,0,0,252.61
13,1,0,252.61
13,3,,269.99
13,4,0,269.99
13,12,1,323.71
14,0,0,164.99
14,7,0,164.99
14,1,0,175.99
14,3,,189.99
14,2,0,189.99
14,4,0,189.99
14,12,1,213.59
15,0,0,77.98
15,1,0,77.99
15,4,0,77.99
15,2,0,87.99
15,12,1,92.16
15,3,1,94.94
16,0,0,110.99
16,7,0,110.99
16,1,0,129.99
16,4,0,129.99
16,3,,139.99
16,9,0,139.99
17,0,0,184.88
17,1,0,184.88
17,7,0,184.88
17,2,0,199.99
17,4,0,199.99
17,12,1,241.34
18,0,0,199.95
18,1,0,209
18,3,,229.99
18,2,0,229.99
18,4,0,229.99
18,12,1,279.78
19,0,0,144.99
19,2,0,144.99
19,4,0,144.99
19,12,0,175.74
20,0,0,343.75
20,7,0,343.75
20,1,0,349.99
20,4,0,349.99
20,12,1,379.82
20,3,,379.99
20,9,0,379.99
20,2,0,379.99
21,0,0,254.9
21,1,0,259
21,2,0,272.99
21,7,0,278.81
21,9,0,279.99
21,4,0,279.99
21,12,1,338.53
22,1,1,699.99
22,0,0,1359.99
23,3,1,139.99
23,0,0,249.99
24,0,0,116.55
25,0,0,169
25,2,0,178.99
25,7,0,178.99
25,1,0,179.99
25,3,,189.99
25,9,0,189.99
25,4,0,189.99
25,12,1,224.43
26,0,0,149.99
26,9,1,149.99
26,1,0,149.99
26,4,0,149.99
26,7,0,149.99
27,0,0,112.99
27,4,0,112.99
28,0,0,174.99
28,7,0,174.99
28,1,0,199.99
28,4,0,216.99
28,2,0,219.99
29,0,0,219.99
29,4,0,219.99
30,0,0,169.99
30,9,0,179.99
30,12,1,204.29
31,0,0,99.99
31,1,0,99.99
31,4,0,99.99
31,2,0,109.99
31,12,1,114.14
31,3,1,116.94
32,0,0,58.99
32,1,0,58.99
32,7,0,58.99
32,9,0,64.99
32,4,0,64.99
32,12,1,96
33,2,1,269.99
33,9,1,299.99
33,0,1,408.49
34,0,0,109.99
34,9,1,109.99
34,1,0,109.99
34,4,0,109.99
35,12,1,181.22
35,0,0,194.98
36,0,0,209.99
36,2,1,209.99
36,4,0,209.99
36,12,1,219.73
37,0,0,249
37,3,1,249.99
37,9,1,259.99
37,12,1,364.45
38,0,0,207.68
38,1,0,207.68
38,9,0,219.99
38,12,1,316.56
39,0,0,179.99
39,1,0,179.99
39,7,0,179.99
39,4,0,189.99
39,3,,196.94
40,4,1,127.99
40,0,0,149
40,12,1,163.67
41,1,1,249.99
41,2,1,249.99
41,5,1,254.99
42,0,0,248.93
42,7,0,248.93
42,1,0,251.38
42,3,,259.99
42,9,0,259.99
42,2,0,259.99
42,4,0,259.99
42,12,1,283.42
43,0,0,865.04
43,4,1,865.99
43,9,0,899.99
43,12,1,1118.92
44,0,0,139.99
44,4,0,139.99
45,9,1,179.99
45,0,0,314.89
46,0,0,161.99
46,1,0,161.99
46,4,0,169.99
46,3,,179.99
46,9,0,179.99
46,12,1,211.49
47,0,0,454.99
47,7,0,460.17
47,1,0,461.67
47,4,0,480.99
47,2,0,485.99
47,3,,499.99
47,9,1,499.99
47,12,1,595.6
48,0,0,196.88
48,1,0,199.99
48,4,0,209.99
48,2,1,219.99
48,12,1,294.99
49,0,0,109.99
49,4,0,114.99
49,12,0,136.73
50,0,1,319.99
50,3,,409.99
50,9,1,409.99
50,4,0,409.99
50,12,1,502.09
51,3,1,229.99
51,0,0,229.99
51,9,1,229.99
51,12,0,250.32
52,1,1,108.99
52,0,0,109.99
52,4,0,109.99
52,3,1,115.94
53,0,0,131.06
53,1,0,131.06
53,2,0,137.99
53,4,0,139.99
54,0,0,208
54,1,0,209.99
54,4,0,229.99
54,12,1,323.63
55,4,1,229.99
55,0,0,239.99
56,0,0,164.99
56,4,0,179.99
56,3,1,189
56,9,1,189
56,12,1,230.18
57,0,0,159.99
57,1,0,159.99
57,2,1,168.99
57,3,,169.99
57,4,0,169.99
57,7,0,169.99
57,12,1,263.14
58,4,0,109.99
58,0,0,113.69
59,12,1,198.51
59,0,0,271.98
60,0,0,82.99
60,7,0,85.49
60,3,,94.99
60,9,0,94.99
60,1,0,94.99
60,4,0,94.99
61,0,0,179.99
62,0,0,359.99
62,1,0,359.99
62,7,0,359.99
62,4,0,369.99
62,12,1,497.49
63,0,0,109.99
63,4,0,112.98
63,12,1,140.23
64,1,1,249.99
64,2,0,249.99
64,8,0,249.99
64,5,0,254.99
65,9,1,599.99
65,12,1,805.09
65,0,0,969
66,0,0,88.5
66,1,0,89.99
66,4,0,91.98
66,12,0,154.52
67,3,,179.99
67,0,0,179.99
67,9,0,179.99
67,1,0,179.99
67,4,0,179.99
67,7,0,179.99
68,0,0,69.98
68,4,0,69.99
68,12,0,91.3
69,0,0,79.98
69,4,0,82.98
69,12,0,125.39
70,0,0,147.99
71,1,1,169.99
71,4,0,169.99
71,0,0,222.61
72,0,0,129.99
72,4,0,129.99
72,12,0,142.73
73,2,1,72.99
73,0,0,81.09
73,12,1,82.88
73,4,0,82.99
74,0,0,280.99
74,7,0,280.99
74,3,,329.99
74,9,0,329.99
74,4,,329.99
74,12,1,365.42
75,0,0,99.99
76,9,1,134.99
76,4,1,134.99
76,1,0,149.99
76,0,0,195.47
77,0,0,127.97
77,1,0,127.97
77,3,1,139.99
77,9,0,139.99
77,4,0,139.99
77,7,0,139.99
78,0,0,299.99
78,1,1,299.99
78,4,0,326.99
79,0,0,189.99
79,4,0,189.99
79,12,1,219.87
80,4,0,122.99
80,0,0,135
81,4,0,197.99
82,0,0,84.99
82,4,0,84.99
82,12,1,119.56
83,9,1,279.99
83,12,1,290.14
83,0,0,373.99
84,0,0,108.99
84,4,0,114.99
84,12,1,143.56
85,9,1,79.99
85,1,0,79.99
85,4,1,79.99
85,0,0,115.94
86,0,0,329.99
86,4,1,329.99
86,12,1,486.76
87,0,0,104.99
87,4,0,104.99
88,0,0,59.99
88,12,1,79.15
89,0,0,199
89,1,0,212.96
89,7,0,212.96
89,2,0,224.99
89,4,0,225.99
89,3,,229.99
89,12,1,259.02
90,0,0,320
90,12,1,397.13
91,0,0,109.99
91,3,,114.99
91,1,0,118.99
91,9,0,119.99
91,4,0,119.99
91,7,0,119.99
92,7,0,189.99
92,0,0,205
92,4,0,209.99
92,12,0,242.62
93,0,0,174.99
93,1,0,204.99
93,4,0,204.99
93,12,1,206.03
93,2,0,209.99
93,3,1,226.99
94,0,0,92.08
94,1,0,92.08
94,4,0,99.99
95,4,1,129.99
95,0,0,179.99
96,0,0,89.99
96,4,0,96.98
96,3,,101.94
97,0,0,157.99
97,1,0,157.99
97,9,0,169.99
97,4,0,169.99
97,7,0,169.99
97,12,1,182.61
98,0,1,127.99
98,1,0,129.99
98,4,0,149.99
98,12,1,155.02
99,0,0,84.99
99,1,0,84.99
99,4,0,84.99
99,12,1,111.56
100,0,0,698.99
100,4,0,698.99
100,12,1,1032.07
101,3,,199.99
101,0,0,199.99
101,1,2,199.99
101,2,0,199.99
101,4,0,199.99
101,12,1,247.42
102,0,1,104.99
102,9,1,104.99
102,1,0,104.99
103,4,1,57.98
103,0,0,66.76
103,12,1,80.41
104,0,0,125.92
104,4,0,129.99
104,12,1,152.33
105,0,0,129.99
105,1,0,129.99
105,4,0,130.99
106,0,0,154.99
106,4,0,154.99
106,12,1,205.02
107,0,0,119.99
108,4,1,239.99
108,0,0,284.96
109,0,0,104.45
109,4,0,114.99
110,0,0,111.32
111,0,0,149.99
111,1,0,149.99
111,4,0,149.99
111,3,,179.99
111,2,0,179.99
111,7,0,219.99
112,0,1,255.9
112,1,0,259.99
112,7,0,259.99
112,3,,279.99
112,4,0,279.99
113,0,0,135
113,4,0,139.99
113,12,1,169.93
114,0,0,89.99
114,4,0,93.98
114,3,1,96.94
114,12,1,111.85
115,0,0,109.99
116,0,0,134.99
116,1,0,134.99
116,3,,139.99
116,4,0,139.99
117,2,0,399.99
117,0,0,410
118,0,0,67.98
118,7,0,67.99
118,3,,79.99
118,9,0,79.99
118,4,0,79.99
119,0,0,67.98
119,1,0,69.99
119,4,0,69.99
119,3,,76.94
119,7,0,79.99
119,12,1,108.27
120,0,0,389.99
120,1,0,389.99
120,4,0,389.99
121,2,1,75
121,12,1,112.58
121,0,0,128.97
122,0,0,263.7
122,4,0,264.99
122,12,1,279.1
122,3,,279.99
122,9,0,279.99
122,2,0,279.99
123,0,0,135.99
123,1,0,139.99
123,4,0,139.99
123,7,0,139.99
123,3,,149.99
123,9,0,149.99
123,12,1,181.15
124,0,0,203.99
124,2,0,239.99
124,4,0,239.99
124,3,1,247.99
124,12,1,257.8
125,3,,99.99
125,0,0,99.99
125,1,0,99.99
125,4,0,99.99
125,12,1,142.17
126,0,0,109.99
126,4,1,109.99
127,1,1,129.99
127,4,0,129.99
127,0,0,147
127,12,0,168.8
128,12,1,119.8
129,3,,109.99
129,4,0,109.99
129,0,0,119.99
129,12,1,141.41
130,0,0,152.99
130,4,0,179.99
131,4,0,339.99
131,0,0,395.41
131,12,0,439.5
132,0,0,94
132,4,0,99.99
133,4,0,89.99
133,0,0,109.4
134,0,0,339.99
134,1,0,346.72
134,9,0,369.99
134,4,0,369.99
135,0,0,119
135,12,1,149
136,0,0,67.98
136,4,0,67.99
136,12,1,77.06
137,0,0,241.99
137,4,0,241.99
137,12,1,296.4
138,4,1,156.99
138,3,1,159.99
138,9,1,159.99
138,0,0,176.76
138,12,1,260.91
139,0,0,265.99
139,4,0,279.99
140,0,0,119
140,4,0,124.99
140,12,1,159.82
141,0,0,499.99
142,0,0,157.55
143,0,0,279.99
143,1,1,279.99
143,2,0,279.99
143,5,0,284.99
144,9,1,179.99
144,0,0,227.98
144,12,1,349.86
145,4,0,189.99
145,12,1,198.18
145,1,0,199.99
146,4,0,139.99
147,0,0,179.99
147,1,0,179.99
147,2,1,189.99
147,4,0,189.99
147,12,1,241.57
148,0,0,259.99
148,12,1,333.38
149,4,1,117.99
150,0,0,142.99
151,9,1,799.99
151,1,0,799.99
152,0,0,309.99
152,4,,309.99
152,12,1,416.99
153,0,0,329.99
153,1,0,329.99
153,4,0,349.99
153,12,1,411.71
154,1,0,157.11
154,3,1,159.99
154,0,0,159.99
154,7,0,159.99
154,12,0,180.17
155,4,1,71.99
155,0,0,72.7
155,12,0,86.33
156,0,0,174.13
156,4,0,179.99
156,12,1,202.72
156,1,1,209.99
156,2,0,209.99
158,2,1,119.99
158,0,0,125.65
159,0,0,399.99
159,1,0,399.99
159,4,0,399.99
159,7,0,399.99
159,2,1,399.99
159,12,1,633.23
160,4,0,199.99
160,0,0,213.5
160,12,1,256.64
161,0,0,134.99
161,4,0,134.99
161,12,1,175.96
162,4,0,129.99
162,0,0,157.19
163,1,0,209
163,0,0,251.99
164,0,0,135.08
164,12,0,135.09
165,0,0,220.99
165,4,0,259.99
165,12,1,275.95
166,0,0,409.98
167,2,1,359.99
167,0,0,639
168,0,0,94.99
168,4,0,99.99
169,0,0,59.99
169,12,1,83.84
170,4,,401.99
170,0,0,409.99
170,2,0,409.99
170,12,1,416.26
171,4,0,299.99
171,12,1,387.86
172,0,0,147.79
172,2,1,149.99
172,4,0,149.99
172,12,1,162.37
173,4,0,89.99
173,0,0,115.24
174,0,0,139.99
174,1,0,149.99
174,4,0,149.99
174,9,0,159.99
174,12,1,190.65
175,4,0,169.99
175,12,0,235.01
176,0,0,170
176,4,1,179.99
177,0,1,179.99
178,0,0,849.99
178,12,1,1338.54
179,0,0,189.04
180,4,0,92.99
181,1,0,599.99
181,4,0,599.99
182,0,0,59.99
182,4,0,64.99
182,12,0,71.93
183,0,0,149.99
183,1,0,149.99
183,4,1,149.99
184,0,0,159.99
184,1,0,159.99
184,4,0,159.99
184,7,0,159.99
184,12,1,247.01
185,0,0,92.91
185,1,0,92.91
186,0,0,104.99
186,4,0,104.99
186,12,1,135.48
187,0,0,289.99
187,4,0,289.99
187,7,0,289.99
187,1,0,309.99
187,3,,329.99
187,2,0,349.99
187,12,1,363.26
188,0,0,110.99
188,12,0,134.89
189,3,1,229.99
189,2,1,229.99
189,9,1,249.99
189,0,0,360.63
190,0,0,173.24
190,7,0,173.24
190,9,0,174.99
190,1,0,174.99
190,4,0,174.99
190,12,1,210.29
191,0,0,62.99
191,4,1,62.99
191,12,1,69.52
192,0,0,157.99
192,1,0,159.99
192,4,0,159.99
193,0,0,267.97
193,1,0,269.99
193,4,1,290.99
194,9,0,259.99
194,1,0,259.99
194,0,0,297.99
195,0,0,75
195,4,0,77.99
197,0,0,226.98
197,3,,229.99
197,1,1,229.99
197,4,0,229.99
197,12,1,251.87
197,2,1,279.99
198,0,0,418.16
198,1,0,419.99
198,12,1,426.09
198,9,1,429.99
198,4,0,429.99
199,0,0,1111
200,9,1,79.99
201,12,0,180.18
201,0,0,187.86
202,0,0,90.99
202,4,0,90.99
202,12,1,106.52
203,0,0,61.59
203,1,0,69.99
203,4,0,78.98
203,12,1,81.64
204,1,2,279.99
204,4,0,307.99
204,12,1,352.26
205,12,0,94.09
207,0,0,113.99
208,0,0,102.79
208,7,0,102.79
208,1,0,103.86
208,9,0,109.99
208,4,0,112.99
208,12,1,149.11
209,0,0,149.48
210,0,0,70.98
210,1,0,70.99
210,4,0,70.99
211,0,0,152.99
212,0,0,861.27
212,7,0,861.27
212,9,0,899.99
213,0,0,115
213,12,0,148.88
214,1,0,239.99
214,0,0,249.99
215,0,1,399.99
215,4,1,399.99
215,12,1,620.55
216,4,1,102.99
216,0,0,105.99
217,0,0,460
218,0,0,472.87
219,0,0,72.98
219,1,0,97.64
219,3,,99.99
219,4,1,99.99
219,12,1,130.3
220,9,1,77.99
220,3,1,84.94
220,0,0,106.49
221,1,1,279.99
221,0,0,289.99
221,4,0,289.99
221,12,1,309.77
222,0,0,187
223,0,0,79.98
223,9,1,79.99
223,4,1,83.98
224,0,0,229.99
224,1,1,229.99
224,7,0,229.99
224,3,,239.99
